Hours_Studied,Attendance,Sleep_Hours,Previous_Score,Result
2.66,51.07,8.83,60.99,Fail
0.18,77.65,7.41,58.73,Fail
2.93,56.56,6.25,51.4,Fail
7.73,93.28,8.83,36.95,Pass
5.18,99.14,7.66,88.08,Pass
3.48,74.79,5.14,47.86,Fail
3.72,72.48,5.45,62.52,Fail
0.01,67.4,7.63,45.29,Fail
3.0,81.9,8.07,31.06,Fail
6.46,80.4,4.68,66.63,Pass
9.74,67.17,9.04,43.14,Pass
8.47,67.16,7.02,53.99,Pass
0.24,82.24,5.2,45.83,Fail
8.99,77.73,7.39,71.58,Pass
7.83,85.93,9.26,88.52,Pass
7.8,97.07,4.33,34.51,Pass
4.58,88.98,5.33,39.01,Fail
3.98,65.22,7.38,66.18,Fail
3.03,87.96,4.01,46.95,Fail
0.66,72.5,5.08,89.81,Fail
2.28,88.88,5.42,76.12,Fail
2.47,94.33,9.3,83.96,Pass
4.84,62.5,7.15,88.16,Pass
7.47,61.93,7.79,31.5,Pass
4.74,71.63,4.02,93.89,Pass
0.58,52.58,6.32,93.92,Fail
9.58,84.28,6.68,30.98,Pass
9.43,87.49,9.03,32.46,Pass
7.85,67.27,5.17,41.43,Pass
9.91,73.26,4.39,97.94,Pass
5.44,79.52,8.95,68.66,Pass
9.63,53.68,5.27,60.83,Pass
0.76,85.56,8.14,92.92,Fail
3.66,76.34,4.55,82.16,Fail
2.25,81.21,8.04,33.43,Fail
1.96,86.19,6.54,95.23,Fail
1.41,83.78,9.57,90.64,Fail
6.22,54.77,5.2,59.25,Fail
7.81,89.13,4.4,35.19,Pass
5.78,80.5,7.2,83.81,Pass
1.47,85.74,9.51,35.06,Fail
8.11,63.08,5.22,55.24,Pass
6.36,61.07,9.01,33.07,Pass
3.88,91.3,6.04,69.69,Fail
6.74,69.52,4.59,56.14,Pass
2.6,78.77,7.54,89.78,Fail
3.45,77.58,7.13,69.93,Fail
9.17,79.26,9.03,76.52,Pass
2.91,53.48,4.62,41.92,Fail
4.7,65.12,7.87,87.1,Pass
8.9,53.32,7.72,94.32,Pass
7.08,74.01,9.97,82.28,Pass
0.62,95.1,5.97,35.11,Fail
1.47,69.46,4.27,86.63,Fail
0.08,89.12,6.47,81.05,Fail
6.31,64.36,6.79,43.31,Pass
4.48,92.81,6.21,43.24,Fail
1.34,70.98,7.78,91.51,Fail
9.58,67.76,5.6,39.02,Pass
5.3,84.87,5.1,31.49,Fail
2.42,75.64,6.72,48.22,Fail
5.01,66.87,8.36,61.97,Pass
6.8,52.9,9.35,65.32,Pass
0.76,58.33,7.98,75.83,Fail
2.75,88.62,6.26,92.2,Fail
8.07,96.04,8.48,88.69,Pass
4.6,58.44,5.13,89.91,Fail
5.47,78.47,8.51,35.46,Pass
4.33,51.71,6.89,32.05,Fail
0.44,64.54,5.62,62.69,Fail
1.66,72.44,8.15,48.45,Fail
4.46,86.79,6.5,86.98,Pass
2.09,52.21,7.72,91.08,Fail
0.5,89.06,7.98,62.67,Fail
8.44,60.13,6.36,75.32,Pass
9.81,87.98,9.92,46.27,Pass
7.93,81.27,6.74,70.48,Pass
8.54,66.98,9.9,77.79,Pass
2.42,86.19,5.41,55.68,Fail
9.61,61.82,5.0,73.66,Pass
1.97,60.99,7.79,32.46,Fail
9.51,53.09,7.28,85.07,Pass
9.95,69.65,7.24,68.85,Pass
7.12,54.89,9.97,33.5,Pass
9.81,70.98,4.01,61.92,Pass
5.7,50.49,6.72,72.18,Pass
2.6,57.75,5.84,35.47,Fail
4.37,96.62,6.57,98.98,Pass
5.94,89.78,9.63,81.99,Pass
0.73,61.81,8.85,48.13,Fail
6.22,85.91,5.21,85.95,Pass
9.81,83.42,8.23,83.45,Pass
1.9,58.85,7.48,46.11,Fail
7.93,68.55,6.45,85.25,Pass
9.08,95.69,6.05,35.73,Pass
9.44,86.94,7.59,77.44,Pass
9.6,88.02,6.81,73.5,Pass
5.21,78.19,7.3,96.81,Pass
9.77,83.28,8.64,74.69,Pass
7.57,75.44,9.8,54.43,Pass
1.62,87.04,6.47,67.0,Fail
4.77,86.64,6.56,98.78,Pass
7.18,51.55,9.04,39.77,Pass
2.47,81.59,4.78,76.88,Fail
6.41,81.49,8.81,82.02,Pass
6.67,53.37,6.35,85.78,Pass
1.63,70.52,6.49,90.94,Fail
5.65,94.94,5.78,76.27,Pass
7.72,97.67,4.74,65.72,Pass
4.99,89.11,8.47,61.4,Pass
0.12,57.57,9.39,50.8,Fail
0.09,68.74,7.01,94.21,Fail
3.57,59.13,5.15,45.45,Fail
9.26,82.61,5.86,89.47,Pass
2.29,88.66,4.51,65.75,Fail
6.34,94.19,8.98,38.48,Pass
2.22,93.03,7.12,79.38,Fail
3.22,54.96,9.87,71.43,Fail
8.48,56.28,8.63,36.73,Pass
7.29,95.48,8.36,31.05,Pass
0.95,92.19,6.63,38.53,Fail
4.29,73.02,6.09,76.22,Fail
0.29,71.5,5.66,63.1,Fail
4.81,77.64,9.93,36.0,Pass
6.62,79.83,5.38,74.58,Pass
1.19,62.71,4.88,59.72,Fail
2.89,70.19,6.83,75.38,Fail
3.98,80.98,7.11,84.65,Pass
9.2,60.31,5.06,31.67,Pass
9.93,99.94,6.1,33.89,Pass
0.45,64.15,5.76,82.41,Fail
7.61,77.62,8.45,33.67,Pass
3.72,77.71,6.93,69.18,Fail
3.92,72.57,8.66,86.01,Pass
7.54,62.08,4.55,34.19,Fail
9.18,78.27,5.9,77.77,Pass
9.51,54.55,5.79,37.81,Pass
5.77,69.35,6.75,79.41,Pass
3.57,61.21,6.42,85.49,Fail
7.88,56.21,5.57,37.61,Pass
2.51,96.27,8.91,91.71,Pass
5.64,85.0,9.44,82.02,Pass
3.59,58.44,8.65,53.76,Fail
6.57,97.47,8.2,31.93,Pass
2.4,60.8,7.53,39.79,Fail
1.92,61.78,6.01,57.38,Fail
9.18,56.66,9.51,66.51,Pass
1.02,86.39,7.89,82.93,Fail
5.06,78.54,9.34,76.94,Pass
2.21,52.91,6.72,96.12,Fail
0.39,51.26,6.47,72.72,Fail
0.36,76.63,4.46,62.78,Fail
1.75,82.58,6.02,66.65,Fail
8.67,91.14,6.32,43.14,Pass
2.82,73.91,6.97,79.14,Fail
9.5,83.83,6.85,58.65,Pass
5.82,86.68,9.51,88.78,Pass
4.37,80.65,7.04,47.8,Fail
5.8,67.61,9.07,69.11,Pass
5.17,56.59,4.77,47.89,Fail
7.59,82.38,7.43,76.37,Pass
2.82,88.43,7.23,87.56,Pass
3.53,59.49,4.94,58.95,Fail
8.94,74.74,5.47,53.45,Pass
9.46,69.86,7.0,93.1,Pass
8.93,60.29,7.13,62.59,Pass
4.19,62.27,9.4,44.78,Fail
7.8,61.88,4.99,43.19,Pass
4.76,70.95,5.83,43.67,Fail
4.98,69.52,5.44,51.5,Fail
2.05,77.71,8.7,39.03,Fail
5.91,54.66,5.3,78.5,Pass
1.86,79.06,9.39,63.28,Fail
3.32,51.09,9.58,78.25,Fail
8.55,62.87,4.67,52.1,Pass
2.07,75.11,5.3,59.25,Fail
0.71,84.35,6.31,68.11,Fail
0.69,88.56,9.2,61.09,Fail
9.41,51.78,4.73,35.75,Pass
5.07,76.87,6.07,45.44,Fail
4.09,67.72,8.21,66.86,Fail
8.11,84.75,8.34,94.65,Pass
8.36,64.19,6.14,50.26,Pass
3.32,87.19,9.78,64.2,Pass
6.94,80.11,6.11,45.03,Pass
7.71,89.48,7.68,58.75,Pass
6.55,99.22,7.69,37.64,Pass
1.52,95.43,8.8,52.64,Fail
8.76,79.66,6.14,39.28,Pass
5.39,94.69,6.46,39.77,Pass
2.82,57.65,6.51,37.31,Fail
4.25,52.15,4.35,81.28,Fail
0.38,76.66,8.4,61.15,Fail
1.28,98.72,8.61,41.05,Fail
7.66,85.49,8.92,96.02,Pass
0.0,65.26,8.29,67.77,Fail
4.17,83.44,7.56,67.8,Pass
5.23,52.0,7.39,67.17,Fail
0.55,73.53,7.86,57.0,Fail
9.73,61.86,4.05,40.01,Pass
2.26,52.46,6.69,58.39,Fail
3.04,62.5,4.24,63.06,Fail
3.04,86.12,6.93,85.42,Pass
2.3,77.56,4.89,81.17,Fail
0.01,51.17,4.06,79.69,Fail
7.29,70.49,8.38,51.52,Pass
9.67,87.61,8.23,92.23,Pass
2.24,97.73,6.32,74.54,Fail
6.63,93.72,4.39,32.35,Pass
7.42,50.08,9.85,74.15,Pass
8.48,60.94,4.9,77.83,Pass
4.23,60.39,6.93,90.37,Pass
3.03,70.65,5.63,90.76,Fail
3.25,82.29,4.79,53.59,Fail
7.13,57.65,7.08,32.53,Pass
8.17,95.78,5.18,58.86,Pass
1.82,88.86,6.16,73.89,Fail
3.71,70.97,7.64,59.95,Fail
9.02,79.2,6.32,54.05,Pass
8.07,77.09,7.12,61.07,Pass
9.85,79.11,5.39,71.96,Pass
7.54,93.01,8.18,83.38,Pass
3.93,60.01,7.81,30.99,Fail
5.91,84.19,8.16,73.69,Pass
6.61,55.35,6.04,38.81,Fail
0.78,72.96,9.64,89.5,Fail
5.44,81.79,7.74,68.84,Pass
7.09,50.63,4.76,57.85,Fail
1.67,55.4,9.85,86.33,Fail
7.81,54.56,7.41,81.22,Pass
5.84,68.73,8.19,94.12,Pass
9.52,81.1,6.23,80.74,Pass
0.42,99.8,6.65,42.07,Fail
2.65,62.7,8.39,90.99,Fail
6.02,56.8,9.19,36.61,Pass
2.97,70.74,9.76,86.19,Pass
7.14,57.3,9.94,95.81,Pass
7.59,51.23,7.57,96.54,Pass
1.03,78.2,4.52,77.43,Fail
5.14,93.98,7.47,93.39,Pass
5.09,93.04,5.23,97.5,Pass
3.69,55.04,7.89,84.23,Fail
9.33,57.37,6.01,55.41,Pass
8.28,74.56,7.13,51.18,Pass
6.97,68.39,7.97,47.38,Pass
7.14,85.15,9.45,62.57,Pass
4.62,74.75,8.76,76.76,Pass
9.21,51.01,4.13,33.04,Pass
6.95,64.23,4.92,78.44,Pass
7.29,95.07,9.21,52.86,Pass
8.62,75.58,8.46,54.47,Pass
2.74,89.9,4.89,45.9,Fail
8.07,70.11,7.53,39.31,Pass
1.95,83.85,7.53,77.77,Fail
3.45,58.45,8.65,40.12,Fail
3.36,86.83,8.88,73.76,Pass
9.79,89.33,8.04,91.18,Pass
8.57,54.51,8.28,89.0,Pass
7.01,59.17,8.0,55.3,Pass
7.27,73.14,4.91,81.46,Pass
5.62,81.87,8.11,71.48,Pass
9.47,81.87,6.83,43.87,Pass
4.96,83.41,9.87,48.65,Pass
3.81,85.72,8.25,64.35,Pass
1.63,75.29,6.24,94.79,Fail
7.86,78.74,9.46,74.02,Pass
7.34,50.42,5.38,65.88,Pass
3.84,58.33,6.8,75.22,Fail
0.25,74.93,4.38,40.6,Fail
8.39,87.28,7.77,38.71,Pass
0.11,90.45,7.35,97.95,Fail
7.04,86.45,7.03,88.6,Pass
9.7,74.32,5.24,68.45,Pass
4.38,64.06,6.97,62.68,Fail
2.35,72.24,6.76,53.91,Fail
7.05,50.46,4.13,67.39,Pass
8.17,79.9,4.97,97.02,Pass
5.46,53.73,9.41,34.6,Fail
9.67,57.27,8.73,71.04,Pass
0.52,81.3,4.72,96.53,Fail
5.05,50.67,9.84,83.97,Pass
7.18,78.68,6.79,85.06,Pass
8.63,81.92,8.5,75.04,Pass
1.79,89.41,7.25,95.05,Fail
8.0,53.4,8.59,95.27,Pass
5.53,50.15,7.97,66.22,Pass
3.97,88.34,4.39,82.23,Fail
1.32,64.5,9.48,99.16,Fail
8.65,94.36,8.61,61.41,Pass
1.57,59.25,5.33,55.05,Fail
3.1,79.28,5.36,37.7,Fail
2.9,55.47,8.12,76.71,Fail
8.71,70.13,8.21,39.82,Pass
6.73,94.1,4.52,68.71,Pass
7.97,80.42,9.43,34.22,Pass
2.5,84.48,8.48,99.64,Pass
6.25,61.3,9.9,76.36,Pass
5.72,96.14,6.6,33.86,Pass
8.33,81.17,4.52,80.19,Pass
9.06,55.29,9.43,72.63,Pass
0.12,50.78,8.88,78.72,Fail
6.74,50.8,4.0,86.85,Pass
0.52,52.56,7.18,79.4,Fail
5.49,95.58,4.04,41.89,Fail
2.88,67.92,6.11,48.7,Fail
3.07,64.91,9.22,43.07,Fail
3.53,70.83,8.04,79.66,Pass
6.21,70.48,9.1,58.13,Pass
3.34,61.92,7.34,34.43,Fail
7.33,54.59,8.64,64.07,Pass
4.05,55.43,6.92,61.4,Fail
0.68,79.96,7.02,69.38,Fail
7.84,69.84,7.59,93.95,Pass
2.86,95.12,4.84,86.59,Fail
4.33,73.19,7.86,83.13,Pass
6.85,75.17,9.13,44.43,Pass
3.32,96.41,4.96,93.5,Pass
0.57,75.08,6.26,55.7,Fail
3.74,75.1,9.52,60.91,Pass
9.44,68.16,5.87,32.34,Pass
6.42,85.52,9.25,75.6,Pass
6.71,69.61,7.85,96.01,Pass
6.32,79.42,9.06,48.12,Pass
1.99,72.37,4.86,45.43,Fail
4.18,76.44,8.72,43.57,Fail
7.51,91.35,4.18,51.5,Pass
1.01,70.69,6.37,82.11,Fail
2.78,61.5,5.68,88.98,Fail
2.76,78.52,7.85,81.25,Fail
4.32,96.88,8.59,51.62,Pass
9.8,84.66,6.07,75.77,Pass
0.68,65.42,9.02,72.27,Fail
5.19,98.15,7.31,64.29,Pass
1.79,67.14,8.52,66.32,Fail
9.71,99.16,8.35,66.77,Pass
1.13,59.6,4.83,42.74,Fail
4.04,99.98,8.39,94.95,Pass
7.38,53.8,8.96,76.84,Pass
7.05,85.66,4.21,92.75,Pass
4.23,87.02,4.97,51.43,Fail
3.47,83.98,7.12,58.83,Fail
3.98,88.88,4.35,53.93,Fail
2.64,73.59,6.2,89.52,Fail
2.05,52.71,9.04,71.23,Fail
4.83,67.89,4.61,46.27,Fail
2.69,82.12,4.84,65.59,Fail
2.87,82.31,4.72,68.72,Fail
6.57,59.76,7.27,89.9,Pass
9.69,62.65,5.82,48.53,Pass
6.04,74.33,8.9,48.83,Pass
0.77,86.43,7.49,40.01,Fail
0.76,92.64,8.02,39.82,Fail
9.51,54.32,5.85,37.14,Pass
2.97,96.28,6.95,31.72,Fail
0.92,96.39,6.22,45.58,Fail
5.99,50.4,6.98,48.05,Fail
6.24,75.32,8.13,69.89,Pass
6.49,79.36,6.7,48.42,Pass
2.67,77.69,4.4,94.79,Fail
0.15,80.79,6.23,33.17,Fail
9.65,75.17,9.33,59.81,Pass
2.51,64.69,8.94,42.13,Fail
6.76,54.79,9.0,33.11,Pass
7.07,60.42,5.09,56.72,Pass
6.1,87.01,4.48,77.1,Pass
3.13,62.05,8.88,93.36,Pass
2.71,91.49,8.0,32.3,Fail
5.98,70.17,7.05,86.44,Pass
8.66,70.72,8.12,40.59,Pass
9.47,93.42,9.59,56.44,Pass
1.06,60.71,4.77,75.34,Fail
1.55,59.48,5.02,49.61,Fail
9.45,99.27,7.54,93.7,Pass
7.37,77.03,8.24,67.58,Pass
8.83,59.53,7.86,73.74,Pass
2.03,58.29,5.52,42.75,Fail
5.88,93.08,7.73,61.13,Pass
7.01,79.99,7.36,30.11,Pass
6.8,55.75,4.14,65.28,Fail
4.08,94.35,7.73,64.69,Pass
0.15,72.2,6.71,57.27,Fail
5.83,99.47,9.12,71.59,Pass
2.53,64.09,7.93,82.45,Fail
4.5,76.44,7.28,33.85,Fail
9.58,58.66,9.37,49.21,Pass
3.99,71.99,7.98,40.55,Fail
8.4,58.83,5.5,48.41,Pass
1.89,65.36,6.81,41.2,Fail
6.72,63.49,8.03,86.15,Pass
9.77,64.15,8.92,34.12,Pass
1.02,98.49,5.7,38.73,Fail
0.08,51.92,8.36,72.16,Fail
4.34,74.84,8.1,99.55,Pass
0.93,81.46,4.88,94.41,Fail
7.48,83.04,4.92,73.05,Pass
9.15,87.73,7.01,57.92,Pass
4.34,88.05,6.47,57.08,Fail
2.59,97.78,4.8,90.62,Fail
4.34,87.78,4.53,32.39,Fail
7.23,91.18,9.39,50.27,Pass
0.09,76.62,5.15,39.87,Fail
5.89,82.88,6.21,44.29,Pass
6.13,73.91,6.8,35.55,Pass
6.38,63.82,4.5,48.08,Fail
2.42,65.67,4.83,46.89,Fail
7.14,68.03,7.15,48.2,Pass
0.91,67.03,8.2,45.71,Fail
1.99,76.66,9.07,45.74,Fail
8.77,62.38,9.18,87.21,Pass
7.39,75.83,7.27,81.11,Pass
0.14,95.81,5.72,77.97,Fail
2.48,70.3,7.48,46.68,Fail
2.14,61.13,7.74,71.91,Fail
2.71,67.34,5.72,82.42,Fail
2.48,93.84,8.0,44.73,Fail
0.63,97.08,5.05,59.23,Fail
4.59,94.33,5.77,70.09,Pass
7.33,64.37,9.58,47.57,Pass
6.07,69.39,7.06,81.07,Pass
6.73,98.75,4.9,70.61,Pass
0.81,66.19,8.01,51.37,Fail
9.51,56.89,5.38,55.38,Pass
8.38,64.1,4.21,55.59,Pass
8.05,98.2,9.23,62.89,Pass
8.23,70.79,6.61,68.09,Pass
9.33,96.69,8.66,63.51,Pass
5.44,55.2,9.13,40.62,Fail
2.0,88.3,7.44,76.57,Fail
6.17,54.67,4.58,37.28,Fail
7.43,59.87,5.92,41.72,Pass
7.38,80.81,5.52,75.84,Pass
5.21,71.72,7.63,61.37,Pass
0.68,83.33,6.47,69.92,Fail
3.71,98.67,6.47,49.4,Fail
9.21,52.64,7.93,34.78,Pass
5.84,59.58,4.19,95.77,Pass
5.38,82.01,4.79,66.38,Pass
2.69,94.83,9.33,62.16,Pass
3.68,89.88,9.02,95.39,Pass
8.95,73.28,9.65,98.86,Pass
6.66,87.27,5.26,33.87,Pass
7.87,60.4,6.05,52.38,Pass
4.54,50.69,4.67,74.62,Fail
6.3,78.5,7.84,92.55,Pass
2.48,90.66,8.69,70.93,Fail
7.05,71.67,7.71,98.88,Pass
4.28,78.46,7.58,77.73,Pass
4.43,71.11,8.81,30.74,Fail
6.49,75.7,4.53,64.37,Pass
9.36,94.22,8.45,96.88,Pass
0.64,73.91,9.36,42.58,Fail
8.25,50.37,7.88,95.5,Pass
2.92,89.99,8.1,48.78,Fail
4.44,80.89,7.86,93.91,Pass
0.22,86.52,8.94,72.7,Fail
3.01,95.05,6.38,55.75,Fail
5.03,64.31,9.15,93.75,Pass
0.56,75.15,5.62,36.15,Fail
4.91,80.12,4.69,81.68,Pass
9.27,67.27,4.37,71.54,Pass
1.05,92.3,4.59,56.51,Fail
7.64,84.88,6.74,67.52,Pass
4.1,86.67,7.57,83.39,Pass
6.55,90.4,7.81,38.2,Pass
2.6,62.9,7.39,48.52,Fail
1.59,87.28,5.24,56.67,Fail
1.6,88.69,9.19,81.27,Fail
0.7,92.12,5.27,93.13,Fail
1.86,74.43,8.95,95.3,Fail
6.64,75.21,8.28,56.61,Pass
8.82,54.91,6.13,62.04,Pass
8.14,92.61,6.53,93.51,Pass
6.85,76.67,8.88,33.91,Pass
1.1,79.72,9.91,81.36,Fail
2.89,56.07,5.46,71.71,Fail
3.1,80.09,8.13,42.75,Fail
2.5,52.1,4.45,86.04,Fail
5.15,96.16,4.49,35.25,Fail
5.36,93.18,6.71,38.81,Pass
3.57,59.72,4.11,68.41,Fail
3.54,79.69,9.46,51.54,Fail
8.29,80.13,6.32,37.52,Pass
7.89,90.17,6.29,78.98,Pass
3.08,87.85,5.95,41.1,Fail
9.14,99.66,5.79,98.63,Pass
9.53,67.54,4.56,95.63,Pass
3.27,56.23,7.64,58.37,Fail
3.54,78.67,5.52,82.31,Fail
5.06,88.2,6.08,86.48,Pass
9.41,64.29,6.02,69.13,Pass
8.76,61.81,6.04,86.72,Pass
1.03,90.12,9.28,85.68,Fail
3.93,87.69,6.83,99.13,Pass
5.53,60.17,7.06,50.22,Fail
5.03,93.46,8.7,91.4,Pass
1.94,56.74,5.85,76.84,Fail
8.59,55.46,8.56,42.13,Pass
6.77,67.56,5.08,41.16,Fail
8.38,94.33,8.25,85.12,Pass
8.59,84.77,4.86,58.56,Pass
7.48,69.74,8.13,91.38,Pass
4.39,57.86,6.81,65.99,Fail
6.11,85.67,4.39,51.52,Pass
1.6,79.96,7.61,89.77,Fail
6.74,99.38,8.15,93.97,Pass
1.79,88.28,5.21,63.32,Fail
6.94,55.11,9.61,64.27,Pass
2.3,86.41,5.36,94.08,Fail
1.18,62.87,5.87,53.85,Fail
1.65,98.09,8.42,74.48,Fail
0.02,50.96,5.2,33.02,Fail
7.19,61.92,9.53,99.94,Pass
7.32,74.95,7.85,39.48,Pass
5.15,53.95,8.49,42.45,Fail
1.61,67.2,4.71,40.74,Fail
0.84,74.86,8.93,33.29,Fail
0.19,72.35,7.41,84.31,Fail
1.66,73.03,8.62,61.55,Fail
8.91,93.95,4.43,62.58,Pass
2.42,75.26,7.65,98.09,Fail
3.54,97.05,8.14,45.34,Fail
1.05,57.39,6.97,33.95,Fail
2.22,64.01,9.01,72.56,Fail
5.19,82.83,9.64,60.81,Pass
6.08,64.16,5.34,44.09,Fail
2.45,67.36,4.36,63.25,Fail
0.58,95.05,8.64,43.13,Fail
3.91,76.93,6.88,96.93,Pass
2.34,66.73,4.35,92.64,Fail
2.2,88.84,4.53,66.59,Fail
9.6,53.53,5.37,61.45,Pass
6.16,78.18,4.03,49.71,Fail
5.57,54.98,6.82,80.65,Pass
4.16,58.84,6.22,39.65,Fail
4.29,53.12,4.27,81.64,Fail
5.41,95.08,5.45,61.92,Pass
6.96,52.41,8.44,69.56,Pass
7.02,75.82,8.84,78.14,Pass
1.72,61.25,4.02,81.11,Fail
5.0,69.18,4.64,77.61,Fail
4.12,74.68,9.99,51.57,Pass
8.71,72.5,7.89,40.44,Pass
6.31,87.4,8.11,50.87,Pass
5.33,95.59,6.28,42.22,Pass
1.15,65.01,7.03,90.16,Fail
6.06,51.23,7.05,34.55,Fail
1.17,94.7,6.09,70.03,Fail
3.37,98.94,8.14,94.58,Pass
1.43,71.67,7.44,98.19,Fail
6.92,72.79,9.66,91.98,Pass
2.06,57.21,4.04,65.02,Fail
3.92,73.78,9.31,72.96,Pass
8.96,65.17,9.69,40.34,Pass
2.04,99.72,4.88,44.84,Fail
5.08,59.24,5.33,45.48,Fail
4.19,68.93,4.3,67.42,Fail
0.18,80.83,5.41,68.8,Fail
7.93,67.26,7.84,45.14,Pass
0.69,73.72,5.3,43.32,Fail
4.74,98.67,9.11,82.83,Pass
5.61,75.4,9.49,47.27,Pass
6.28,95.52,4.17,70.87,Pass
6.89,52.15,7.04,44.51,Pass
2.53,55.99,4.09,65.66,Fail
0.1,97.23,7.72,73.44,Fail
7.23,56.44,6.08,98.35,Pass
5.36,86.83,9.08,38.22,Pass
8.36,72.3,9.5,79.39,Pass
8.21,70.34,6.99,81.4,Pass
8.43,82.96,9.72,45.56,Pass
4.85,86.38,9.2,58.41,Pass
3.34,96.6,4.58,79.64,Fail
7.92,62.84,6.14,79.82,Pass
4.51,84.9,6.04,65.07,Pass
1.83,67.11,5.82,78.82,Fail
8.55,85.88,8.78,67.98,Pass
8.83,57.11,5.81,38.14,Pass
4.66,72.88,6.28,84.41,Pass
0.76,59.18,4.51,48.33,Fail
3.88,66.82,7.12,98.15,Pass
8.04,85.78,4.7,86.37,Pass
9.02,61.67,9.21,83.03,Pass
2.03,84.24,8.79,85.56,Fail
0.67,74.8,5.81,57.12,Fail
8.77,54.6,4.03,34.85,Pass
3.89,69.33,4.43,57.86,Fail
5.42,93.46,5.31,52.76,Pass
9.68,99.46,6.99,45.24,Pass
0.67,68.45,8.39,53.68,Fail
6.48,52.74,4.59,76.39,Pass
0.74,56.51,8.25,34.44,Fail
3.75,89.41,7.28,51.85,Fail
8.04,82.79,7.72,50.53,Pass
4.33,64.25,9.57,44.7,Fail
9.97,69.56,9.72,92.85,Pass
5.59,90.56,8.42,89.89,Pass
3.21,70.66,8.16,75.82,Fail
2.2,87.79,8.58,86.59,Pass
3.51,64.76,8.04,79.59,Fail
3.73,86.24,4.06,34.83,Fail
0.69,73.32,9.98,87.09,Fail
3.7,77.27,7.82,62.1,Fail
4.64,79.94,6.93,65.49,Pass
7.23,72.53,6.72,98.51,Pass
6.57,73.31,5.41,96.69,Pass
7.09,63.29,6.86,50.16,Pass
0.08,99.29,8.4,56.07,Fail
2.18,95.29,5.53,31.76,Fail
6.62,76.37,9.07,59.61,Pass
4.84,51.73,5.26,50.34,Fail
0.05,58.42,9.15,33.19,Fail
8.04,92.7,7.5,52.63,Pass
7.73,96.54,9.03,71.31,Pass
5.48,58.06,6.5,57.49,Fail
0.66,86.73,5.93,46.24,Fail
7.67,81.15,8.19,35.23,Pass
5.84,65.17,6.18,86.35,Pass
7.82,71.8,9.72,45.45,Pass
7.52,83.86,8.44,89.92,Pass
8.03,55.06,6.58,55.93,Pass
5.18,59.45,5.04,95.09,Pass
1.4,51.67,7.34,99.45,Fail
6.71,95.11,7.57,68.89,Pass
6.2,78.69,9.81,67.23,Pass
7.42,76.17,8.46,55.22,Pass
1.7,85.31,5.52,92.83,Fail
1.95,99.42,5.57,50.34,Fail
8.9,58.61,7.48,71.38,Pass
7.5,56.66,4.72,73.64,Pass
9.08,64.74,8.17,96.17,Pass
7.59,95.2,4.48,59.77,Pass
5.97,70.57,7.44,48.52,Pass
6.54,89.67,9.89,55.68,Pass
8.89,60.15,9.24,79.04,Pass
5.79,74.68,9.07,46.19,Pass
6.32,56.37,8.5,64.62,Pass
1.56,70.64,9.57,33.22,Fail
4.74,63.11,9.58,72.67,Pass
7.16,77.47,4.97,64.77,Pass
2.71,89.02,5.37,62.62,Fail
2.02,96.92,9.55,45.68,Fail
3.14,64.19,5.65,79.53,Fail
2.42,87.16,6.28,93.25,Fail
2.15,94.28,4.25,51.6,Fail
4.25,56.24,9.4,99.11,Pass
9.08,79.3,4.43,37.63,Pass
5.07,80.59,7.18,49.57,Pass
1.88,63.62,5.32,49.92,Fail
0.77,51.13,4.16,77.73,Fail
6.96,62.84,5.74,36.26,Fail
3.83,79.24,7.98,71.25,Pass
8.22,59.82,4.54,95.11,Pass
6.6,64.37,9.11,94.7,Pass
7.96,85.4,8.15,99.36,Pass
2.72,69.92,4.35,88.53,Fail
6.92,53.27,6.42,48.45,Pass
2.64,69.96,8.85,41.56,Fail
9.39,99.99,9.59,34.19,Pass
6.36,63.05,7.77,53.08,Pass
3.25,63.26,8.09,96.15,Pass
2.7,58.49,9.26,69.46,Fail
1.91,63.58,6.73,54.05,Fail
6.95,78.74,8.24,30.42,Pass
2.19,98.23,7.47,70.27,Fail
5.95,80.38,8.17,97.57,Pass
2.65,70.49,9.29,99.67,Pass
6.62,69.48,8.74,68.35,Pass
8.15,51.21,4.76,87.92,Pass
7.78,50.13,9.59,38.35,Pass
7.61,89.86,4.3,99.38,Pass
1.88,74.51,8.54,67.6,Fail
0.88,51.66,5.71,57.03,Fail
6.99,64.3,8.68,55.98,Pass
3.68,67.83,4.09,86.76,Fail
4.32,89.16,5.32,95.34,Pass
0.31,71.72,4.48,98.05,Fail
2.6,89.47,8.51,71.85,Fail
0.34,81.69,5.16,67.7,Fail
8.79,51.66,9.57,50.95,Pass
2.43,98.43,6.47,78.49,Fail
5.57,59.07,8.32,40.25,Fail
0.39,63.78,8.95,99.38,Fail
6.67,90.46,9.72,91.93,Pass
3.23,59.49,6.77,73.25,Fail
8.98,70.05,8.03,60.14,Pass
8.88,93.25,6.19,89.72,Pass
3.25,81.86,5.7,72.73,Fail
9.01,65.1,8.12,93.1,Pass
9.96,82.2,6.43,55.42,Pass
8.25,90.63,7.43,89.71,Pass
8.45,70.19,5.19,30.29,Pass
2.49,78.58,8.29,42.92,Fail
5.77,99.4,9.82,85.08,Pass
0.67,98.23,7.23,84.36,Fail
0.95,75.45,7.12,61.42,Fail
9.99,54.81,9.13,42.18,Pass
3.27,85.03,4.91,33.58,Fail
7.48,63.43,6.36,53.1,Pass
